CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,InternetService,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
663,Male,1,Yes,Yes,63,Fiber optic,37.13,6343.8,One year,Bank transfer,Yes
664,Female,0,Yes,Yes,22,DSL,94.16,2468.22,Month-to-month,Mailed check,Yes
665,Male,1,Yes,Yes,28,Fiber optic,50.26,307.58,One year,Mailed check,Yes
666,Male,0,No,No,50,DSL,86.24,7463.58,One year,Electronic check,Yes
667,Female,1,No,Yes,68,No,35.83,2774.54,One year,Electronic check,Yes
668,Female,1,No,Yes,30,No,88.81,869.72,Two year,Mailed check,Yes
669,Male,0,No,No,49,No,32.82,3945.02,Two year,Electronic check,Yes
670,Male,0,No,No,19,DSL,62.54,6152.37,Month-to-month,Electronic check,No
671,Male,0,No,Yes,54,Fiber optic,44.72,1788.75,Month-to-month,Mailed check,Yes
672,Female,1,Yes,No,1,No,94.84,2170.53,One year,Mailed check,No
673,Female,1,Yes,Yes,24,Fiber optic,46.2,1956.87,One year,Mailed check,No
674,Female,0,No,No,12,Fiber optic,108.17,7933.55,Month-to-month,Credit card,No
675,Female,0,No,Yes,69,No,109.18,1595.28,One year,Credit card,No
676,Male,0,Yes,Yes,66,DSL,39.64,4612.65,Month-to-month,Mailed check,No
677,Female,0,Yes,Yes,57,Fiber optic,81.38,7403.61,Two year,Bank transfer,Yes
678,Female,1,Yes,Yes,63,No,28.77,1192.23,One year,Mailed check,No
679,Female,0,No,No,68,Fiber optic,59.15,7767.42,One year,Credit card,No
680,Female,0,No,No,58,Fiber optic,91.33,7580.87,One year,Electronic check,No
681,Female,0,No,No,59,Fiber optic,85.94,7078.88,Two year,Bank transfer,Yes
682,Male,0,Yes,No,61,Fiber optic,82.47,1732.16,Two year,Bank transfer,No
683,Male,1,Yes,Yes,15,Fiber optic,48.25,5079.76,One year,Electronic check,No
684,Female,0,No,Yes,67,DSL,57.8,6091.91,Month-to-month,Bank transfer,No
685,Male,1,No,No,14,DSL,30.29,7888.5,Two year,Electronic check,No
686,Female,0,Yes,No,54,No,91.9,1459.78,One year,Credit card,Yes
687,Female,0,Yes,No,34,DSL,70.39,6132.89,One year,Bank transfer,No
688,Male,1,Yes,No,54,DSL,90.88,2723.63,Two year,Bank transfer,Yes
689,Male,0,Yes,No,13,DSL,44.89,1421.5,Month-to-month,Electronic check,Yes
690,Female,1,No,Yes,48,Fiber optic,52.44,3382.59,One year,Electronic check,No
691,Female,1,Yes,Yes,6,Fiber optic,53.42,6354.81,Month-to-month,Credit card,No
692,Female,0,Yes,Yes,29,No,22.57,3729.5,Month-to-month,Electronic check,Yes
693,Male,1,Yes,No,48,No,54.1,4309.43,Two year,Electronic check,No
694,Female,1,No,No,15,No,100.33,7961.37,One year,Credit card,No
695,Female,1,No,No,50,Fiber optic,109.73,3204.89,One year,Mailed check,No
696,Female,1,Yes,No,71,DSL,71.82,4930.9,Month-to-month,Mailed check,Yes
697,Male,1,Yes,Yes,41,DSL,65.55,2934.65,Two year,Electronic check,Yes
698,Female,1,Yes,Yes,16,Fiber optic,23.08,3154.43,Two year,Credit card,No
699,Female,1,No,No,62,No,107.92,5571.21,Two year,Mailed check,No
700,Male,1,No,Yes,44,No,21.3,7504.34,Month-to-month,Credit card,Yes
701,Female,0,No,Yes,6,No,114.48,4348.02,Month-to-month,Electronic check,Yes
702,Female,0,Yes,No,26,Fiber optic,68.92,6151.83,One year,Electronic check,Yes
703,Male,1,No,No,9,No,54.19,731.87,Two year,Credit card,Yes
704,Female,0,Yes,No,33,No,112.42,1705.04,Month-to-month,Bank transfer,Yes
705,Male,1,Yes,No,35,Fiber optic,22.44,4027.01,Two year,Electronic check,Yes
706,Male,1,Yes,No,24,DSL,78.14,179.69,Month-to-month,Electronic check,Yes
707,Female,0,No,No,5,Fiber optic,74.89,2037.78,One year,Electronic check,No
708,Female,1,Yes,Yes,23,Fiber optic,41.93,4148.86,Two year,Electronic check,Yes
709,Female,1,No,Yes,17,Fiber optic,62.89,139.39,Month-to-month,Credit card,Yes
710,Female,1,No,No,5,Fiber optic,85.23,2131.08,Two year,Credit card,No
711,Male,1,Yes,Yes,28,DSL,92.71,4121.97,Month-to-month,Credit card,No
712,Female,0,Yes,No,24,No,20.07,4593.73,Month-to-month,Credit card,No
713,Male,1,No,No,54,Fiber optic,113.69,7407.5,Month-to-month,Bank transfer,Yes
714,Female,1,Yes,No,45,DSL,36.45,5169.86,Two year,Credit card,Yes
715,Female,1,No,No,23,No,43.36,3329.59,Month-to-month,Credit card,No
716,Female,0,Yes,Yes,25,No,46.35,7444.2,One year,Electronic check,No
717,Male,1,No,No,27,No,23.78,6283.37,Two year,Bank transfer,No
718,Female,0,No,Yes,2,Fiber optic,32.31,1616.07,One year,Electronic check,Yes
719,Female,0,No,No,37,Fiber optic,118.63,1064.12,One year,Bank transfer,No
720,Female,1,No,No,60,No,51.52,5412.98,Two year,Mailed check,Yes
721,Female,1,Yes,No,50,No,31.53,4487.87,Month-to-month,Bank transfer,Yes
722,Male,0,Yes,Yes,47,No,30.7,6321.6,One year,Bank transfer,Yes
723,Female,1,No,No,20,No,91.95,5915.66,Two year,Electronic check,Yes
724,Male,0,No,No,53,No,105.46,5009.19,Month-to-month,Bank transfer,No
725,Male,0,Yes,No,55,No,45.7,7891.33,Two year,Bank transfer,No
726,Male,1,Yes,Yes,58,DSL,22.09,4278.05,Two year,Electronic check,No
727,Male,1,Yes,Yes,71,No,42.31,922.58,Two year,Mailed check,Yes
728,Male,0,Yes,Yes,50,Fiber optic,25.65,6629.62,Month-to-month,Mailed check,No
729,Male,0,Yes,No,19,Fiber optic,30.34,2029.79,One year,Mailed check,Yes
730,Female,0,Yes,Yes,58,Fiber optic,63.15,6222.87,One year,Bank transfer,Yes
731,Male,0,No,No,70,No,42.99,7657.71,Two year,Electronic check,Yes
732,Male,1,Yes,Yes,8,Fiber optic,71.59,5580.43,Two year,Mailed check,No
733,Male,1,Yes,Yes,0,DSL,45.35,4776.32,Month-to-month,Mailed check,Yes
734,Female,1,No,No,28,No,114.05,3693.88,Two year,Mailed check,Yes
735,Female,1,Yes,Yes,62,Fiber optic,110.59,2927.99,Two year,Mailed check,No
736,Male,1,Yes,No,71,DSL,76.68,2836.98,Two year,Electronic check,No
737,Female,0,Yes,No,55,DSL,55.44,5098.25,One year,Mailed check,No
738,Male,1,Yes,Yes,67,Fiber optic,58.11,6015.16,Two year,Bank transfer,Yes
739,Male,1,Yes,No,34,DSL,61.19,5434.57,One year,Bank transfer,Yes
740,Female,1,No,No,2,Fiber optic,92.76,1603.31,Month-to-month,Electronic check,No
741,Male,1,Yes,Yes,6,DSL,65.16,3962.02,Month-to-month,Credit card,Yes
742,Female,1,No,Yes,26,No,105.67,6337.29,One year,Mailed check,Yes
743,Female,0,No,No,0,No,114.41,3816.12,One year,Mailed check,No
744,Male,0,Yes,Yes,70,No,53.59,4302.25,One year,Bank transfer,No
745,Male,0,No,No,43,No,76.07,6173.67,One year,Electronic check,No
746,Female,1,Yes,No,40,No,29.51,5296.9,Two year,Credit card,No
747,Male,0,No,Yes,41,Fiber optic,40.05,3286.57,One year,Bank transfer,No
748,Male,0,No,Yes,32,No,61.35,7165.39,One year,Credit card,No
749,Male,1,Yes,Yes,49,No,40.62,1317.29,One year,Electronic check,No
750,Female,1,Yes,Yes,62,No,107.66,7964.22,Two year,Electronic check,No
751,Female,1,Yes,No,36,No,35.83,968.44,Two year,Electronic check,Yes
752,Male,0,Yes,No,58,DSL,65.57,139.3,Two year,Bank transfer,Yes
753,Female,0,Yes,Yes,47,No,80.57,7122.35,Month-to-month,Electronic check,Yes
754,Female,1,No,Yes,4,No,89.19,1974.73,Two year,Bank transfer,Yes
755,Female,1,No,No,47,Fiber optic,58.31,5843,One year,Bank transfer,Yes
756,Female,0,No,No,2,DSL,106.91,6491.9,Two year,Mailed check,Yes
757,Female,0,No,No,46,Fiber optic,76.83,6874.71,Two year,Bank transfer,Yes
758,Male,1,No,No,61,No,63.95,7932.92,One year,Bank transfer,Yes
759,Male,1,No,Yes,13,Fiber optic,26.72,2366.44,Two year,Mailed check,Yes
760,Male,0,No,No,62,Fiber optic,66.47,5687.74,Month-to-month,Credit card,Yes
761,Female,1,Yes,No,60,No,102.07,940.89,Two year,Mailed check,Yes
762,Female,0,Yes,Yes,30,DSL,81.45,3266.34,Month-to-month,Mailed check,No
763,Male,0,No,No,16,DSL,103.22,6786.81,Month-to-month,Electronic check,Yes
764,Female,0,No,No,23,Fiber optic,69.4,2953.91,Month-to-month,Electronic check,No
765,Male,0,Yes,Yes,22,No,31.85,4736.94,One year,Mailed check,Yes
766,Male,1,Yes,Yes,49,Fiber optic,21.36,4040.11,Two year,Electronic check,No
767,Male,1,Yes,Yes,69,Fiber optic,50.32,5174.69,Month-to-month,Mailed check,Yes
768,Female,0,Yes,No,26,Fiber optic,89.8,7783.7,Month-to-month,Electronic check,No
769,Female,0,No,No,14,No,99.03,464.77,Two year,Bank transfer,Yes
770,Male,0,Yes,Yes,49,No,49.58,4600.21,One year,Electronic check,No
771,Male,0,No,Yes,35,DSL,69.57,6906.97,One year,Electronic check,Yes
772,Male,0,No,No,7,No,62.11,3861.43,Month-to-month,Bank transfer,No
773,Male,1,No,Yes,2,Fiber optic,61.05,646.65,One year,Mailed check,Yes
774,Female,1,Yes,Yes,61,Fiber optic,43.13,4493.1,Two year,Electronic check,No
775,Female,1,Yes,Yes,46,DSL,33.64,2669.95,One year,Electronic check,No
776,Male,1,No,No,60,No,39.67,1256.44,Two year,Bank transfer,No
777,Male,0,No,No,31,Fiber optic,25.53,6795.3,Month-to-month,Bank transfer,No
778,Female,0,No,No,12,DSL,39.81,4182.36,Two year,Bank transfer,No
779,Female,0,Yes,No,0,DSL,20.92,7467.55,Month-to-month,Credit card,No
780,Male,0,No,No,33,Fiber optic,82.73,6452.01,Two year,Bank transfer,No
781,Male,0,Yes,No,61,Fiber optic,51.64,5549.91,Two year,Mailed check,No
782,Male,1,No,Yes,70,No,117.31,60.1,One year,Electronic check,Yes
783,Female,0,No,No,30,DSL,39.37,3434.03,Two year,Electronic check,Yes
784,Female,1,No,No,63,Fiber optic,54.58,1595.94,Month-to-month,Credit card,Yes
785,Female,1,Yes,Yes,24,DSL,55.78,7288.17,Two year,Electronic check,No
786,Male,1,Yes,No,37,No,20.85,1413.18,Month-to-month,Electronic check,No
787,Male,1,No,No,13,Fiber optic,103.92,2302.76,Month-to-month,Mailed check,Yes
788,Female,0,Yes,Yes,7,No,23.2,4144.36,Two year,Electronic check,Yes
789,Female,1,No,Yes,53,DSL,114.02,2121.64,One year,Mailed check,No
790,Male,1,Yes,Yes,1,No,109.21,1694.72,Two year,Credit card,No
791,Female,1,Yes,No,55,No,73.55,4800.81,Two year,Mailed check,Yes
792,Female,0,Yes,Yes,60,DSL,74.36,729.66,One year,Bank transfer,No
793,Male,0,No,No,21,No,85.38,484.18,Month-to-month,Bank transfer,Yes
794,Female,0,Yes,No,34,DSL,58.71,2990.52,Two year,Credit card,No
795,Male,1,Yes,No,15,Fiber optic,84.72,5770.9,One year,Electronic check,Yes
796,Male,1,No,No,49,DSL,24.48,4447.36,One year,Mailed check,Yes
797,Male,0,No,Yes,42,DSL,25.4,3394.55,Month-to-month,Bank transfer,No
798,Male,1,No,Yes,16,Fiber optic,65.72,4534.7,One year,Mailed check,Yes
799,Male,0,No,No,57,DSL,74.96,2936.3,Month-to-month,Bank transfer,No
800,Male,0,Yes,Yes,1,Fiber optic,108.78,7490.45,Two year,Mailed check,No
801,Male,1,Yes,No,3,Fiber optic,30.47,458.14,One year,Electronic check,No
802,Female,1,Yes,No,38,DSL,102.26,5393.66,Two year,Credit card,No
803,Male,1,Yes,No,5,No,41,7132.44,One year,Electronic check,No
804,Male,1,Yes,Yes,68,No,59.41,6435,One year,Mailed check,Yes
805,Female,0,No,No,68,Fiber optic,51.66,1488.65,Two year,Bank transfer,No
806,Female,0,Yes,No,19,No,60.02,2381.49,One year,Bank transfer,No
807,Female,0,Yes,Yes,63,No,35.05,5742.04,Two year,Credit card,Yes
808,Male,0,Yes,Yes,15,DSL,70.36,692.48,Two year,Electronic check,No
809,Female,0,No,Yes,50,Fiber optic,100.16,6498.66,Month-to-month,Electronic check,Yes
810,Male,1,No,Yes,36,Fiber optic,64.15,5756.88,Two year,Electronic check,No
811,Male,0,Yes,No,68,DSL,69.06,5842.26,Month-to-month,Bank transfer,Yes
812,Male,0,No,Yes,41,No,104.88,819.93,Two year,Credit card,No
813,Male,0,No,No,56,Fiber optic,90.61,5747.73,One year,Bank transfer,No
814,Female,1,No,Yes,65,No,69.05,5444.95,Two year,Electronic check,No
815,Female,1,No,Yes,8,Fiber optic,45.77,6650.76,One year,Mailed check,No
816,Male,1,No,Yes,63,Fiber optic,108.49,351.94,Month-to-month,Bank transfer,No
817,Male,1,No,Yes,21,Fiber optic,77.7,204.42,One year,Credit card,Yes
818,Male,0,No,Yes,33,Fiber optic,42.11,2996.6,Two year,Electronic check,Yes
819,Female,0,Yes,Yes,54,No,46.91,1207.33,One year,Mailed check,No
820,Male,1,Yes,No,28,No,100.31,4475.91,Month-to-month,Bank transfer,Yes
821,Male,1,No,Yes,37,No,24.41,7340.44,One year,Mailed check,No
822,Female,0,Yes,Yes,17,No,119.21,3144.01,One year,Mailed check,No
823,Female,0,Yes,Yes,70,DSL,33.04,6762.7,Two year,Credit card,No
824,Male,1,No,Yes,64,Fiber optic,99.61,21.92,Two year,Bank transfer,Yes
825,Female,1,Yes,No,0,Fiber optic,59.48,1364.75,One year,Credit card,No
826,Female,1,No,Yes,3,Fiber optic,69.22,262.78,Month-to-month,Electronic check,Yes
827,Male,1,No,Yes,3,DSL,108.07,2638.61,One year,Mailed check,No
828,Female,0,No,Yes,26,No,61.29,7267.35,Month-to-month,Credit card,No
829,Male,0,Yes,Yes,42,Fiber optic,73.75,793.68,Month-to-month,Credit card,Yes
830,Female,0,Yes,No,58,No,24.93,4859.15,Month-to-month,Electronic check,No
831,Male,1,Yes,Yes,31,No,20.23,3622.94,One year,Bank transfer,Yes
832,Male,1,Yes,No,32,DSL,44.48,7508.98,Month-to-month,Credit card,No
833,Male,0,No,Yes,27,DSL,88.06,997.7,One year,Mailed check,No
834,Female,0,No,No,54,No,32.13,1711.98,Month-to-month,Mailed check,No
835,Male,0,Yes,No,59,Fiber optic,31.38,255.74,Month-to-month,Mailed check,Yes
836,Female,0,No,Yes,69,Fiber optic,61.1,3482.8,One year,Mailed check,No
837,Male,1,No,Yes,61,DSL,84.78,2237.11,Two year,Credit card,Yes
838,Male,0,Yes,No,33,DSL,91.21,6961.85,Two year,Mailed check,No
839,Female,0,No,No,55,DSL,37.85,4847.43,One year,Credit card,No
840,Male,0,Yes,Yes,12,DSL,27.96,4920.44,One year,Bank transfer,Yes
841,Male,0,No,No,55,DSL,114.04,4264.65,Two year,Mailed check,No
842,Female,0,Yes,No,17,DSL,46.07,752.97,Two year,Bank transfer,No
843,Male,0,No,No,53,DSL,105.33,3571.25,Two year,Credit card,Yes
844,Male,0,No,Yes,42,Fiber optic,106.35,7996.05,One year,Electronic check,Yes
845,Male,1,Yes,No,38,DSL,97.25,6685.13,Month-to-month,Bank transfer,Yes
846,Male,1,Yes,No,60,DSL,36.88,7149.8,One year,Mailed check,No
847,Female,1,Yes,No,41,Fiber optic,102.18,6589.35,Two year,Electronic check,Yes
848,Female,1,Yes,Yes,17,Fiber optic,96.93,842.27,Month-to-month,Bank transfer,Yes
849,Male,0,No,Yes,22,No,79.67,1835.04,One year,Credit card,No
850,Female,1,No,No,53,DSL,53.72,44.91,Two year,Credit card,Yes
851,Male,1,Yes,Yes,29,DSL,46.25,2442.01,One year,Credit card,Yes
852,Female,0,No,No,57,DSL,32.19,886.69,Month-to-month,Bank transfer,No
853,Male,0,Yes,Yes,67,DSL,70.98,3792.89,Two year,Credit card,Yes
854,Male,1,Yes,Yes,66,No,78.53,5423.48,One year,Bank transfer,No
855,Male,1,No,No,70,Fiber optic,55.93,6998.55,Month-to-month,Mailed check,Yes
856,Male,0,No,Yes,17,Fiber optic,67.54,5998.75,Month-to-month,Mailed check,Yes
857,Male,1,Yes,Yes,6,DSL,56.35,7509.91,One year,Bank transfer,No
858,Male,0,Yes,Yes,39,DSL,84.1,450.11,Month-to-month,Bank transfer,Yes
859,Female,0,Yes,No,69,DSL,110.13,117.2,Two year,Electronic check,No
860,Male,0,No,Yes,64,No,36.39,5297.48,Month-to-month,Credit card,Yes
861,Female,0,No,Yes,67,No,58.14,2329.03,One year,Mailed check,Yes
862,Male,1,No,No,48,Fiber optic,34.09,2042.94,Two year,Mailed check,No
863,Female,0,No,Yes,51,DSL,82.49,2660.48,Month-to-month,Electronic check,No
864,Female,0,Yes,Yes,28,DSL,92.89,2172.97,Month-to-month,Bank transfer,Yes
865,Female,1,Yes,Yes,20,DSL,113.19,4101.26,Two year,Bank transfer,Yes
866,Male,0,Yes,Yes,8,DSL,47.89,3532.38,Two year,Electronic check,Yes
867,Male,1,Yes,Yes,46,No,115.02,4109.18,Month-to-month,Credit card,No
868,Female,1,Yes,No,41,Fiber optic,26.33,5388.25,Two year,Bank transfer,No
869,Male,1,Yes,No,50,Fiber optic,80.3,3109.3,One year,Bank transfer,Yes
870,Female,0,No,Yes,55,No,25.71,2025.44,Month-to-month,Credit card,Yes
871,Male,1,No,Yes,50,DSL,109.38,1346.28,One year,Credit card,Yes
872,Female,1,Yes,Yes,69,Fiber optic,72.98,2808.8,Month-to-month,Electronic check,No
873,Female,0,Yes,No,19,Fiber optic,86.93,5939.62,One year,Electronic check,Yes
874,Male,1,No,No,26,No,103.16,6058.51,One year,Electronic check,No
875,Female,1,No,Yes,37,DSL,35.03,5341.9,Two year,Bank transfer,No
876,Male,1,No,Yes,71,Fiber optic,23.86,1887.54,Month-to-month,Electronic check,Yes
877,Female,1,No,No,64,DSL,107.89,4712.93,Two year,Bank transfer,No
878,Female,1,Yes,Yes,53,Fiber optic,51.49,4574.1,Two year,Mailed check,No
879,Male,0,Yes,No,23,No,32.9,3884.44,Month-to-month,Credit card,Yes
880,Male,1,Yes,No,46,DSL,66.85,4408.83,One year,Credit card,Yes
881,Male,1,Yes,Yes,70,No,79.83,3944.49,Month-to-month,Mailed check,Yes
882,Female,0,Yes,No,62,Fiber optic,23.1,4532.34,Month-to-month,Electronic check,Yes
883,Male,0,No,Yes,56,No,47.49,5729.74,Month-to-month,Bank transfer,Yes
884,Female,0,Yes,Yes,54,No,23.28,894.83,Two year,Bank transfer,Yes
885,Female,1,No,Yes,59,No,62.03,6002.01,Month-to-month,Bank transfer,Yes
886,Male,0,Yes,Yes,61,Fiber optic,109.51,1104.37,Month-to-month,Credit card,No
887,Male,1,Yes,Yes,29,DSL,118.27,551.69,Month-to-month,Electronic check,Yes
888,Female,1,Yes,Yes,21,No,83.7,7809.12,One year,Bank transfer,Yes
889,Female,0,Yes,No,28,DSL,36.16,7656.79,One year,Bank transfer,Yes
890,Male,0,Yes,No,40,Fiber optic,110.58,502.28,One year,Bank transfer,Yes
891,Male,1,No,No,41,DSL,71.62,3557.16,One year,Mailed check,Yes
892,Male,0,No,No,64,No,35.37,1506.23,Two year,Bank transfer,Yes
893,Male,1,No,Yes,30,No,112.17,3893.05,Two year,Mailed check,No
894,Male,0,Yes,No,29,No,95.75,6644.81,Month-to-month,Bank transfer,Yes
895,Female,0,Yes,No,17,No,93.17,7605.88,Two year,Bank transfer,No
896,Female,0,No,No,16,No,90.92,5081.34,One year,Bank transfer,Yes
897,Female,1,Yes,Yes,37,No,40.03,2844.17,Month-to-month,Mailed check,No
898,Female,0,Yes,No,13,Fiber optic,41.1,4834.54,Month-to-month,Bank transfer,No
899,Male,1,No,Yes,55,Fiber optic,88.83,2509.77,One year,Electronic check,No
900,Male,1,Yes,No,21,Fiber optic,41.97,7280.39,One year,Bank transfer,Yes
901,Male,1,No,Yes,66,DSL,63.87,6965.8,One year,Mailed check,Yes
902,Female,1,Yes,Yes,55,DSL,98.2,4474.69,Two year,Mailed check,Yes
903,Female,0,No,No,18,Fiber optic,98.4,2611.9,Month-to-month,Electronic check,Yes
904,Male,1,Yes,Yes,56,DSL,65.33,2361.25,One year,Credit card,Yes
905,Male,1,Yes,Yes,43,DSL,99.22,286.68,Month-to-month,Electronic check,Yes
906,Female,0,No,No,34,No,103.86,6530.25,Month-to-month,Electronic check,No
907,Female,1,Yes,No,0,No,85.48,3614.06,Two year,Mailed check,No
908,Male,0,Yes,No,51,DSL,42.84,2614.56,Month-to-month,Bank transfer,No
909,Male,1,No,Yes,69,DSL,47.4,3779.46,One year,Bank transfer,Yes
910,Female,0,Yes,Yes,36,Fiber optic,51.48,6553.53,One year,Credit card,Yes
911,Male,1,No,Yes,64,DSL,31.68,1014.42,Month-to-month,Credit card,No
912,Male,0,Yes,No,50,No,47.32,6864.09,Month-to-month,Credit card,Yes
913,Male,1,Yes,Yes,0,DSL,40.95,7182.12,Two year,Credit card,Yes
914,Female,1,Yes,Yes,20,Fiber optic,65.53,7574.73,One year,Electronic check,Yes
915,Female,0,Yes,Yes,52,No,110.84,3191.95,One year,Electronic check,No
916,Female,0,No,Yes,15,No,30.45,1752.78,Month-to-month,Bank transfer,No
917,Female,0,Yes,Yes,60,No,92.03,3001.65,Month-to-month,Electronic check,Yes
918,Female,0,No,Yes,53,No,88.73,2676.64,Month-to-month,Bank transfer,No
919,Female,1,Yes,Yes,39,DSL,29.58,1425.71,One year,Bank transfer,No
920,Female,1,Yes,No,25,Fiber optic,112.26,4865.99,Month-to-month,Bank transfer,Yes
921,Male,0,Yes,No,64,DSL,76.85,3823.46,Two year,Bank transfer,Yes
922,Male,1,Yes,No,63,DSL,56.37,6928.29,Two year,Mailed check,No
923,Male,0,No,Yes,42,No,95.65,276.23,Month-to-month,Bank transfer,No
924,Male,0,No,Yes,16,Fiber optic,45.74,5158.07,Two year,Electronic check,Yes
925,Male,1,No,No,58,No,89.35,6108.33,Two year,Electronic check,Yes
926,Male,1,No,Yes,22,DSL,23.97,6080.7,Two year,Electronic check,Yes
927,Male,1,Yes,No,6,DSL,103.94,7090.87,Two year,Electronic check,No
928,Female,1,No,Yes,43,No,64.82,5837.69,Two year,Mailed check,No
929,Female,1,No,Yes,52,DSL,83.67,7423.92,One year,Credit card,Yes
930,Male,1,Yes,No,70,DSL,42.12,2674.6,Month-to-month,Credit card,Yes
931,Male,1,Yes,No,33,No,87.71,4035.61,Two year,Bank transfer,Yes
932,Female,0,Yes,No,45,DSL,97.22,132.36,Month-to-month,Bank transfer,Yes
933,Male,0,Yes,No,67,Fiber optic,67.32,75.52,Two year,Electronic check,No
934,Male,0,No,No,15,No,81.77,1936.21,One year,Electronic check,Yes
935,Female,0,No,Yes,70,Fiber optic,65.63,824.44,One year,Credit card,Yes
936,Male,0,Yes,Yes,18,DSL,109.41,2096.49,Two year,Credit card,No
937,Female,1,Yes,Yes,1,DSL,69.79,1432.81,Two year,Electronic check,Yes
938,Male,0,Yes,No,9,No,104.18,247.59,Two year,Bank transfer,No
939,Female,0,No,No,49,DSL,100.14,7276.25,One year,Mailed check,No
940,Female,0,No,No,11,No,61.05,85.62,One year,Mailed check,No
941,Female,0,Yes,No,69,No,43.01,5893.94,Month-to-month,Credit card,Yes
942,Male,0,Yes,No,21,No,60.61,1234.14,One year,Credit card,No
943,Female,0,No,No,31,No,102.62,7299.59,Two year,Credit card,Yes
944,Male,0,Yes,Yes,0,No,42.76,7144.51,Month-to-month,Mailed check,No
945,Male,1,Yes,Yes,53,Fiber optic,72.44,5238.13,One year,Mailed check,No
946,Male,1,No,Yes,57,No,100.61,5384.43,One year,Electronic check,No
947,Male,0,Yes,Yes,69,Fiber optic,55.35,62.61,Two year,Bank transfer,Yes
948,Female,1,No,Yes,17,DSL,84.22,7879.28,Month-to-month,Credit card,Yes
949,Female,1,Yes,No,5,No,44.56,7025.1,One year,Electronic check,No
950,Male,1,Yes,No,44,DSL,30.93,7162.95,One year,Mailed check,Yes
951,Male,1,No,No,22,No,99.44,5280.77,Two year,Electronic check,No
952,Female,0,No,No,22,Fiber optic,29.9,2771.4,Month-to-month,Mailed check,No
953,Male,1,Yes,No,25,Fiber optic,47.14,7151.32,Month-to-month,Bank transfer,No
954,Female,1,No,No,6,Fiber optic,105.51,2346.31,Month-to-month,Mailed check,No
955,Male,1,Yes,Yes,43,DSL,54.65,4510.44,Month-to-month,Electronic check,Yes
956,Male,0,Yes,No,26,No,117.3,815.85,Two year,Bank transfer,No
957,Female,0,No,No,25,DSL,117.97,7377.21,One year,Mailed check,Yes
958,Male,0,Yes,No,35,Fiber optic,46.83,1143.35,One year,Credit card,No
959,Female,0,Yes,No,54,DSL,24.1,1814.68,Month-to-month,Mailed check,No
960,Male,0,No,Yes,63,Fiber optic,90.51,4473.91,Month-to-month,Bank transfer,No
961,Male,0,No,Yes,56,Fiber optic,65.1,6117.46,Month-to-month,Electronic check,No
962,Male,0,Yes,No,68,Fiber optic,30.08,4962.42,One year,Bank transfer,No
963,Female,1,No,Yes,60,No,90.75,1872.43,One year,Electronic check,Yes
964,Male,1,No,Yes,1,No,23.12,27.53,Month-to-month,Mailed check,Yes
965,Male,1,No,No,54,Fiber optic,107.02,6062.06,Two year,Mailed check,No
966,Male,0,No,No,37,DSL,33.87,7881.95,One year,Bank transfer,Yes
967,Male,0,Yes,No,28,DSL,32.73,6483.11,One year,Credit card,Yes
968,Female,0,Yes,No,25,No,37.57,3692.45,Month-to-month,Mailed check,No
969,Female,0,Yes,No,34,Fiber optic,116.03,7232.06,Two year,Credit card,No
970,Male,0,No,Yes,66,DSL,89.32,3290.58,Month-to-month,Credit card,No
971,Female,1,No,No,28,Fiber optic,100.14,4208.97,Month-to-month,Bank transfer,No
972,Male,1,No,No,33,DSL,59.76,3827.5,Two year,Mailed check,Yes
973,Male,0,No,No,40,No,53.63,3592.04,Two year,Credit card,Yes
974,Male,0,No,Yes,40,Fiber optic,43.45,6206.02,Two year,Mailed check,Yes
975,Female,0,No,No,22,Fiber optic,68.06,4223.62,One year,Electronic check,Yes
976,Female,0,No,No,70,DSL,75.18,2547.4,Month-to-month,Credit card,No
977,Female,1,Yes,No,2,DSL,83.18,2080.1,One year,Bank transfer,No
978,Female,0,Yes,Yes,57,DSL,45.71,321.22,Two year,Bank transfer,No
979,Female,0,No,No,31,Fiber optic,114.87,4673.9,One year,Credit card,No
980,Female,0,No,No,30,No,36.98,1855.09,Two year,Mailed check,Yes
981,Female,0,No,No,42,No,116.57,1202.11,Two year,Electronic check,Yes
982,Female,1,Yes,Yes,6,DSL,21.49,5237.56,Month-to-month,Electronic check,No
983,Female,0,Yes,No,0,No,68.11,5456.05,Month-to-month,Bank transfer,Yes
984,Male,0,No,No,60,DSL,53.34,6022.2,Month-to-month,Bank transfer,Yes
985,Female,1,No,No,13,No,64.91,4038.54,One year,Mailed check,No
986,Female,1,Yes,Yes,51,Fiber optic,77.07,7154.56,Month-to-month,Bank transfer,Yes
987,Female,1,Yes,No,5,DSL,63.56,7492.02,Two year,Mailed check,No
988,Female,0,Yes,No,9,No,61.48,6462.82,Month-to-month,Credit card,Yes
989,Female,0,Yes,No,70,Fiber optic,93.27,5092.04,One year,Electronic check,Yes
990,Female,1,No,Yes,29,No,88.59,2443.69,Month-to-month,Credit card,No
991,Female,1,Yes,Yes,20,Fiber optic,103.33,7863.9,Month-to-month,Bank transfer,No
992,Female,1,Yes,No,59,Fiber optic,45,2207.61,Month-to-month,Electronic check,No
993,Female,1,No,Yes,62,No,80.95,1637.2,One year,Electronic check,Yes
994,Female,1,Yes,Yes,41,No,78.52,3548.39,Two year,Credit card,No
